asset_id,event_code,date
ASS-003,Overload protection triggered,03/01/2024
ASS-004,Gearbox oil level low,03/01/2024
ASS-004,HMI touchscreen unresponsive,03/01/2024
ASS-004,Weight sensor out of range,03/01/2024
ASS-005,Motor overtemperature fault,03/01/2024
ASS-005,Emergency stop activated,03/01/2024
ASS-005,Belt slip detected,03/01/2024
ASS-006,Parameter checksum mismatch,03/01/2024
ASS-006,Drive inverter alarm,03/01/2024
ASS-006,Proximity sensor failure,03/01/2024
ASS-006,Guard door open alarm,03/01/2024
ASS-007,Zone collision warning,03/01/2024
ASS-007,SCADA connection lost,03/01/2024
ASS-007,Weight sensor out of range,03/01/2024
ASS-007,Motor overtemperature fault,03/01/2024
ASS-008,RFID tag not detected,03/01/2024
ASS-008,Watchdog timer expired,03/01/2024
ASS-008,RFID tag not detected,03/01/2024
ASS-009,Photoelectric sensor fault,03/01/2024
ASS-009,Zone collision warning,03/01/2024
ASS-009,RFID tag not detected,03/01/2024
ASS-010,Network switch port failure,03/01/2024
ASS-011,Photoelectric sensor fault,03/01/2024
ASS-011,Scheduled lubrication due,03/01/2024
ASS-011,Inspection overdue,03/01/2024
ASS-011,Coupling vibration high,03/01/2024
ASS-012,PLC communication error,03/01/2024
ASS-012,Safety relay fault,03/01/2024
ASS-001,Belt tracking deviation detected,04/01/2024
ASS-001,Gearbox oil level low,04/01/2024
ASS-002,Safety relay fault,04/01/2024
ASS-002,Barcode reader timeout,04/01/2024
ASS-002,Safety relay fault,04/01/2024
ASS-002,Drive inverter alarm,04/01/2024
ASS-003,Drive inverter alarm,04/01/2024
ASS-003,Drive inverter alarm,04/01/2024
ASS-003,Scheduled lubrication due,04/01/2024
ASS-003,Guard door open alarm,04/01/2024
ASS-003,Weight sensor out of range,04/01/2024
ASS-003,Zone collision warning,04/01/2024
ASS-005,Barcode reader timeout,04/01/2024
ASS-005,Scheduled lubrication due,04/01/2024
ASS-005,PLC communication error,04/01/2024
ASS-005,Light curtain interrupted,04/01/2024
ASS-007,Drive inverter alarm,04/01/2024
ASS-007,Parameter checksum mismatch,04/01/2024
ASS-007,Filter replacement required,04/01/2024
ASS-007,Drive inverter alarm,04/01/2024
ASS-007,Scheduled lubrication due,04/01/2024
ASS-007,Safety relay fault,04/01/2024
ASS-007,Vision sensor calibration error,04/01/2024
ASS-008,Inspection overdue,04/01/2024
ASS-009,Belt tracking deviation detected,04/01/2024
ASS-010,Wear indicator triggered,04/01/2024
ASS-010,Vision sensor calibration error,04/01/2024
ASS-011,Gearbox oil level low,04/01/2024
ASS-011,PLC communication error,04/01/2024
ASS-012,Watchdog timer expired,04/01/2024
ASS-012,Gearbox oil level low,04/01/2024
ASS-001,Motor phase imbalance alarm,05/01/2024
ASS-001,Belt slip detected,05/01/2024
ASS-001,Drive inverter alarm,05/01/2024
ASS-002,SCADA connection lost,05/01/2024
ASS-002,Wear indicator triggered,05/01/2024
ASS-003,Zone collision warning,05/01/2024
ASS-003,Belt tracking deviation detected,05/01/2024
ASS-003,Belt slip detected,05/01/2024
ASS-004,Zone collision warning,05/01/2024
ASS-005,Emergency stop activated,05/01/2024
ASS-005,Weight sensor out of range,05/01/2024
ASS-005,Watchdog timer expired,05/01/2024
ASS-007,Drive inverter alarm,05/01/2024
ASS-007,Barcode reader timeout,05/01/2024
ASS-007,Motor phase imbalance alarm,05/01/2024
ASS-008,Weight sensor out of range,05/01/2024
ASS-008,Weight sensor out of range,05/01/2024
ASS-008,Light curtain interrupted,05/01/2024
ASS-009,Gearbox oil level low,05/01/2024
ASS-010,Motor phase imbalance alarm,05/01/2024
ASS-011,Parameter checksum mismatch,05/01/2024
ASS-011,Bearing vibration elevated,05/01/2024
ASS-011,Belt slip detected,05/01/2024
ASS-011,Belt tracking deviation detected,05/01/2024
ASS-011,Parameter checksum mismatch,05/01/2024
ASS-012,Drive inverter alarm,05/01/2024
ASS-001,Belt slip detected,06/01/2024
ASS-001,Parameter checksum mismatch,06/01/2024
ASS-001,Coupling vibration high,06/01/2024
ASS-002,Safety relay fault,06/01/2024
ASS-002,Belt slip detected,06/01/2024
ASS-003,Photoelectric sensor fault,06/01/2024
ASS-003,HMI touchscreen unresponsive,06/01/2024
ASS-003,Belt tracking deviation detected,06/01/2024
ASS-003,Bearing vibration elevated,06/01/2024
ASS-005,Coupling vibration high,06/01/2024
ASS-006,Filter replacement required,06/01/2024
ASS-006,Safety relay fault,06/01/2024
ASS-007,HMI touchscreen unresponsive,06/01/2024
ASS-007,Bearing vibration elevated,06/01/2024
ASS-007,SCADA connection lost,06/01/2024
ASS-007,Oil level low,06/01/2024
ASS-007,Weight sensor out of range,06/01/2024
ASS-008,Gearbox oil level low,06/01/2024
ASS-008,Wear indicator triggered,06/01/2024
ASS-008,Belt tracking deviation detected,06/01/2024
ASS-008,RFID tag not detected,06/01/2024
ASS-009,Guard door open alarm,06/01/2024
ASS-009,Bearing vibration elevated,06/01/2024
ASS-010,Motor overtemperature fault,06/01/2024
ASS-010,Zone collision warning,06/01/2024
ASS-010,Scheduled lubrication due,06/01/2024
ASS-010,Guard door open alarm,06/01/2024
ASS-010,Motor phase imbalance alarm,06/01/2024
ASS-010,Parameter checksum mismatch,06/01/2024
ASS-011,HMI touchscreen unresponsive,06/01/2024
ASS-011,Weight sensor out of range,06/01/2024
ASS-011,Watchdog timer expired,06/01/2024
ASS-011,HMI touchscreen unresponsive,06/01/2024
ASS-012,Belt slip detected,06/01/2024
ASS-001,Vision sensor calibration error,07/01/2024
ASS-001,Watchdog timer expired,07/01/2024
ASS-003,Motor phase imbalance alarm,07/01/2024
ASS-003,Parameter checksum mismatch,07/01/2024
ASS-003,Belt slip detected,07/01/2024
ASS-004,Coupling vibration high,07/01/2024
ASS-004,Watchdog timer expired,07/01/2024
ASS-004,HMI touchscreen unresponsive,07/01/2024
ASS-004,Photoelectric sensor fault,07/01/2024
ASS-005,Emergency stop activated,07/01/2024
ASS-005,Watchdog timer expired,07/01/2024
ASS-006,Motor phase imbalance alarm,07/01/2024
ASS-006,Belt tracking deviation detected,07/01/2024
ASS-007,Inspection overdue,07/01/2024
ASS-007,Zone collision warning,07/01/2024
ASS-007,Wear indicator triggered,07/01/2024
ASS-007,Filter replacement required,07/01/2024
ASS-008,Emergency stop activated,07/01/2024
ASS-008,SCADA connection lost,07/01/2024
ASS-009,Proximity sensor failure,07/01/2024
ASS-009,Emergency stop activated,07/01/2024
ASS-009,Filter replacement required,07/01/2024
ASS-010,Bearing vibration elevated,07/01/2024
ASS-010,Motor phase imbalance alarm,07/01/2024
ASS-011,Network switch port failure,07/01/2024
ASS-011,PLC communication error,07/01/2024
ASS-011,Motor phase imbalance alarm,07/01/2024
ASS-011,Parameter checksum mismatch,07/01/2024
ASS-011,Belt slip detected,07/01/2024
ASS-012,PLC communication error,07/01/2024
ASS-001,Vision sensor calibration error,08/01/2024
ASS-002,Motor overtemperature fault,08/01/2024
ASS-002,Weight sensor out of range,08/01/2024
ASS-002,Scheduled lubrication due,08/01/2024
ASS-002,Weight sensor out of range,08/01/2024
ASS-002,RFID tag not detected,08/01/2024
ASS-003,SCADA connection lost,08/01/2024
ASS-003,Barcode reader timeout,08/01/2024
ASS-004,Weight sensor out of range,08/01/2024
ASS-004,Oil level low,08/01/2024
ASS-004,Belt tracking deviation detected,08/01/2024
ASS-004,Gearbox oil level low,08/01/2024
ASS-004,Barcode reader timeout,08/01/2024
ASS-005,Emergency stop activated,08/01/2024
ASS-006,Vision sensor calibration error,08/01/2024
ASS-006,Gearbox oil level low,08/01/2024
ASS-007,RFID tag not detected,08/01/2024
ASS-007,HMI touchscreen unresponsive,08/01/2024
ASS-007,HMI touchscreen unresponsive,08/01/2024
ASS-008,Bearing vibration elevated,08/01/2024
ASS-009,Belt tracking deviation detected,08/01/2024
ASS-009,Bearing vibration elevated,08/01/2024
ASS-009,Motor phase imbalance alarm,08/01/2024
ASS-009,Gearbox oil level low,08/01/2024
ASS-011,Inspection overdue,08/01/2024
ASS-011,Gearbox oil level low,08/01/2024
ASS-011,Light curtain interrupted,08/01/2024
ASS-011,Parameter checksum mismatch,08/01/2024
ASS-011,Zone collision warning,08/01/2024
ASS-011,Motor overtemperature fault,08/01/2024
ASS-011,Belt tracking deviation detected,08/01/2024
ASS-011,Belt tracking deviation detected,08/01/2024
ASS-012,Belt slip detected,08/01/2024
ASS-012,Motor overtemperature fault,08/01/2024
ASS-012,Overload protection triggered,08/01/2024
ASS-012,Zone collision warning,08/01/2024
ASS-001,Coupling vibration high,09/01/2024
ASS-001,SCADA connection lost,09/01/2024
ASS-002,Drive inverter alarm,09/01/2024
ASS-003,Oil level low,09/01/2024
ASS-003,Belt slip detected,09/01/2024
ASS-003,Belt tracking deviation detected,09/01/2024
ASS-003,Photoelectric sensor fault,09/01/2024
ASS-004,Network switch port failure,09/01/2024
ASS-005,Motor overtemperature fault,09/01/2024
ASS-005,Wear indicator triggered,09/01/2024
ASS-006,Barcode reader timeout,09/01/2024
ASS-007,Gearbox oil level low,09/01/2024
ASS-007,Light curtain interrupted,09/01/2024
ASS-007,Photoelectric sensor fault,09/01/2024
ASS-007,Coupling vibration high,09/01/2024
ASS-008,Network switch port failure,09/01/2024
ASS-008,Photoelectric sensor fault,09/01/2024
ASS-008,Barcode reader timeout,09/01/2024
ASS-009,Watchdog timer expired,09/01/2024
ASS-009,PLC communication error,09/01/2024
ASS-010,Proximity sensor failure,09/01/2024
ASS-010,PLC communication error,09/01/2024
ASS-011,Photoelectric sensor fault,09/01/2024
ASS-011,Coupling vibration high,09/01/2024
ASS-011,Parameter checksum mismatch,09/01/2024
ASS-011,Motor overtemperature fault,09/01/2024
ASS-011,Gearbox oil level low,09/01/2024
ASS-012,HMI touchscreen unresponsive,09/01/2024
ASS-012,Motor overtemperature fault,09/01/2024
ASS-012,Motor phase imbalance alarm,09/01/2024
ASS-012,Safety relay fault,09/01/2024
ASS-001,Barcode reader timeout,10/01/2024
ASS-002,RFID tag not detected,10/01/2024
ASS-003,SCADA connection lost,10/01/2024
ASS-003,Weight sensor out of range,10/01/2024
ASS-003,Drive inverter alarm,10/01/2024
ASS-003,Barcode reader timeout,10/01/2024
ASS-003,Guard door open alarm,10/01/2024
ASS-003,Inspection overdue,10/01/2024
ASS-003,Weight sensor out of range,10/01/2024
ASS-004,Motor phase imbalance alarm,10/01/2024
ASS-004,Bearing vibration elevated,10/01/2024
ASS-004,Gearbox oil level low,10/01/2024
ASS-005,Oil level low,10/01/2024
ASS-005,Barcode reader timeout,10/01/2024
ASS-006,Inspection overdue,10/01/2024
ASS-006,Vision sensor calibration error,10/01/2024
ASS-007,SCADA connection lost,10/01/2024
ASS-007,Light curtain interrupted,10/01/2024
ASS-007,Barcode reader timeout,10/01/2024
ASS-007,Belt tracking deviation detected,10/01/2024
ASS-007,Weight sensor out of range,10/01/2024
ASS-007,Parameter checksum mismatch,10/01/2024
ASS-007,Belt slip detected,10/01/2024
ASS-008,Motor overtemperature fault,10/01/2024
ASS-009,Network switch port failure,10/01/2024
ASS-009,Scheduled lubrication due,10/01/2024
ASS-011,Belt slip detected,10/01/2024
ASS-011,Belt tracking deviation detected,10/01/2024
ASS-011,Bearing vibration elevated,10/01/2024
ASS-011,Wear indicator triggered,10/01/2024
ASS-011,Inspection overdue,10/01/2024
ASS-012,Proximity sensor failure,10/01/2024
ASS-012,Parameter checksum mismatch,10/01/2024
ASS-012,Filter replacement required,10/01/2024
ASS-012,Watchdog timer expired,10/01/2024
ASS-001,Oil level low,11/01/2024
ASS-001,Vision sensor calibration error,11/01/2024
ASS-001,Parameter checksum mismatch,11/01/2024
ASS-001,Filter replacement required,11/01/2024
ASS-002,Motor overtemperature fault,11/01/2024
ASS-002,Vision sensor calibration error,11/01/2024
ASS-003,Inspection overdue,11/01/2024
ASS-003,Bearing vibration elevated,11/01/2024
ASS-003,Network switch port failure,11/01/2024
ASS-004,Drive inverter alarm,11/01/2024
ASS-004,Overload protection triggered,11/01/2024
ASS-005,RFID tag not detected,11/01/2024
ASS-005,HMI touchscreen unresponsive,11/01/2024
ASS-006,Drive inverter alarm,11/01/2024
ASS-006,Belt tracking deviation detected,11/01/2024
ASS-007,Bearing vibration elevated,11/01/2024
ASS-007,PLC communication error,11/01/2024
ASS-011,RFID tag not detected,11/01/2024
ASS-011,Safety relay fault,11/01/2024
ASS-011,Photoelectric sensor fault,11/01/2024
ASS-011,Gearbox oil level low,11/01/2024
ASS-011,Filter replacement required,11/01/2024
ASS-012,Network switch port failure,11/01/2024
ASS-001,Weight sensor out of range,12/01/2024
ASS-001,Drive inverter alarm,12/01/2024
ASS-002,Motor overtemperature fault,12/01/2024
ASS-002,Belt tracking deviation detected,12/01/2024
ASS-003,Motor phase imbalance alarm,12/01/2024
ASS-003,Watchdog timer expired,12/01/2024
ASS-003,Gearbox oil level low,12/01/2024
ASS-003,Motor phase imbalance alarm,12/01/2024
ASS-003,Belt tracking deviation detected,12/01/2024
ASS-004,Drive inverter alarm,12/01/2024
ASS-005,Guard door open alarm,12/01/2024
ASS-005,Drive inverter alarm,12/01/2024
ASS-006,Barcode reader timeout,12/01/2024
ASS-007,RFID tag not detected,12/01/2024
ASS-007,Belt slip detected,12/01/2024
ASS-007,Vision sensor calibration error,12/01/2024
ASS-007,Gearbox oil level low,12/01/2024
ASS-007,Guard door open alarm,12/01/2024
ASS-008,Bearing vibration elevated,12/01/2024
ASS-009,Parameter checksum mismatch,12/01/2024
ASS-009,Weight sensor out of range,12/01/2024
ASS-010,Motor overtemperature fault,12/01/2024
ASS-011,Belt slip detected,12/01/2024
ASS-011,Network switch port failure,12/01/2024
ASS-011,Filter replacement required,12/01/2024
ASS-001,Motor overtemperature fault,13/01/2024
ASS-003,HMI touchscreen unresponsive,13/01/2024
ASS-003,Drive inverter alarm,13/01/2024
ASS-003,Light curtain interrupted,13/01/2024
ASS-003,Coupling vibration high,13/01/2024
ASS-003,Watchdog timer expired,13/01/2024
ASS-003,Parameter checksum mismatch,13/01/2024
ASS-004,Filter replacement required,13/01/2024
ASS-004,Motor overtemperature fault,13/01/2024
ASS-005,Zone collision warning,13/01/2024
ASS-006,Belt tracking deviation detected,13/01/2024
ASS-006,Parameter checksum mismatch,13/01/2024
ASS-007,Proximity sensor failure,13/01/2024
ASS-007,Motor overtemperature fault,13/01/2024
ASS-007,SCADA connection lost,13/01/2024
ASS-009,Weight sensor out of range,13/01/2024
ASS-010,Coupling vibration high,13/01/2024
ASS-010,Parameter checksum mismatch,13/01/2024
ASS-011,Parameter checksum mismatch,13/01/2024
ASS-011,Motor overtemperature fault,13/01/2024
ASS-011,Weight sensor out of range,13/01/2024
ASS-011,PLC communication error,13/01/2024
ASS-011,Motor overtemperature fault,13/01/2024
ASS-012,Wear indicator triggered,13/01/2024
ASS-012,SCADA connection lost,13/01/2024
ASS-012,Weight sensor out of range,13/01/2024
ASS-001,Vision sensor calibration error,14/01/2024
ASS-001,Watchdog timer expired,14/01/2024
ASS-002,Network switch port failure,14/01/2024
ASS-002,Weight sensor out of range,14/01/2024
ASS-003,Bearing vibration elevated,14/01/2024
ASS-003,Belt tracking deviation detected,14/01/2024
ASS-003,Belt tracking deviation detected,14/01/2024
ASS-003,Drive inverter alarm,14/01/2024
ASS-006,Belt slip detected,14/01/2024
ASS-006,Parameter checksum mismatch,14/01/2024
ASS-006,HMI touchscreen unresponsive,14/01/2024
ASS-006,Oil level low,14/01/2024
ASS-007,Watchdog timer expired,14/01/2024
ASS-008,Belt tracking deviation detected,14/01/2024
ASS-008,Inspection overdue,14/01/2024
ASS-011,Guard door open alarm,14/01/2024
ASS-011,Bearing vibration elevated,14/01/2024
ASS-012,Proximity sensor failure,14/01/2024
ASS-012,Motor phase imbalance alarm,14/01/2024
ASS-001,Scheduled lubrication due,15/01/2024
ASS-001,Watchdog timer expired,15/01/2024
ASS-002,Emergency stop activated,15/01/2024
ASS-002,PLC communication error,15/01/2024
ASS-002,Oil level low,15/01/2024
ASS-002,Coupling vibration high,15/01/2024
ASS-002,Motor phase imbalance alarm,15/01/2024
ASS-003,Barcode reader timeout,15/01/2024
ASS-003,Belt tracking deviation detected,15/01/2024
ASS-003,Proximity sensor failure,15/01/2024
ASS-004,Vision sensor calibration error,15/01/2024
ASS-005,Wear indicator triggered,15/01/2024
ASS-005,Motor phase imbalance alarm,15/01/2024
ASS-005,Barcode reader timeout,15/01/2024
ASS-005,Motor overtemperature fault,15/01/2024
ASS-006,Guard door open alarm,15/01/2024
ASS-007,Photoelectric sensor fault,15/01/2024
ASS-007,Watchdog timer expired,15/01/2024
ASS-007,Bearing vibration elevated,15/01/2024
ASS-007,Coupling vibration high,15/01/2024
ASS-008,Barcode reader timeout,15/01/2024
ASS-008,Belt slip detected,15/01/2024
ASS-008,Motor overtemperature fault,15/01/2024
ASS-009,Oil level low,15/01/2024
ASS-009,Belt slip detected,15/01/2024
ASS-010,HMI touchscreen unresponsive,15/01/2024
ASS-010,Photoelectric sensor fault,15/01/2024
ASS-011,Oil level low,15/01/2024
ASS-011,Oil level low,15/01/2024
ASS-011,Motor overtemperature fault,15/01/2024
ASS-011,Motor overtemperature fault,15/01/2024
ASS-011,Barcode reader timeout,15/01/2024
ASS-012,Network switch port failure,15/01/2024
ASS-012,SCADA connection lost,15/01/2024
ASS-001,Weight sensor out of range,16/01/2024
ASS-001,Network switch port failure,16/01/2024
ASS-003,Photoelectric sensor fault,16/01/2024
ASS-003,Gearbox oil level low,16/01/2024
ASS-004,Motor overtemperature fault,16/01/2024
ASS-004,Safety relay fault,16/01/2024
ASS-006,Emergency stop activated,16/01/2024
ASS-006,Coupling vibration high,16/01/2024
ASS-006,Emergency stop activated,16/01/2024
ASS-007,Belt tracking deviation detected,16/01/2024
ASS-007,Overload protection triggered,16/01/2024
ASS-007,Scheduled lubrication due,16/01/2024
ASS-007,SCADA connection lost,16/01/2024
ASS-008,Belt slip detected,16/01/2024
ASS-008,Proximity sensor failure,16/01/2024
ASS-008,Motor phase imbalance alarm,16/01/2024
ASS-008,Photoelectric sensor fault,16/01/2024
ASS-009,Safety relay fault,16/01/2024
ASS-010,Guard door open alarm,16/01/2024
ASS-011,Filter replacement required,16/01/2024
ASS-011,Inspection overdue,16/01/2024
ASS-011,HMI touchscreen unresponsive,16/01/2024
ASS-011,Light curtain interrupted,16/01/2024
ASS-011,Vision sensor calibration error,16/01/2024
ASS-011,Motor phase imbalance alarm,16/01/2024
ASS-011,Scheduled lubrication due,16/01/2024
ASS-012,RFID tag not detected,16/01/2024
ASS-012,Wear indicator triggered,16/01/2024
ASS-012,HMI touchscreen unresponsive,16/01/2024
ASS-012,Oil level low,16/01/2024
ASS-012,Zone collision warning,16/01/2024
ASS-001,Parameter checksum mismatch,17/01/2024
ASS-001,Barcode reader timeout,17/01/2024
ASS-002,Vision sensor calibration error,17/01/2024
ASS-002,Photoelectric sensor fault,17/01/2024
ASS-002,Proximity sensor failure,17/01/2024
ASS-003,PLC communication error,17/01/2024
ASS-003,Gearbox oil level low,17/01/2024
ASS-003,Zone collision warning,17/01/2024
ASS-003,Coupling vibration high,17/01/2024
ASS-004,Wear indicator triggered,17/01/2024
ASS-005,Network switch port failure,17/01/2024
ASS-005,Coupling vibration high,17/01/2024
ASS-005,Overload protection triggered,17/01/2024
ASS-005,Inspection overdue,17/01/2024
ASS-005,Bearing vibration elevated,17/01/2024
ASS-007,Drive inverter alarm,17/01/2024
ASS-007,Proximity sensor failure,17/01/2024
ASS-008,Inspection overdue,17/01/2024
ASS-008,SCADA connection lost,17/01/2024
ASS-008,Belt tracking deviation detected,17/01/2024
ASS-008,Vision sensor calibration error,17/01/2024
ASS-009,Gearbox oil level low,17/01/2024
ASS-009,Filter replacement required,17/01/2024
ASS-009,Motor phase imbalance alarm,17/01/2024
ASS-010,Inspection overdue,17/01/2024
ASS-011,Drive inverter alarm,17/01/2024
ASS-011,Gearbox oil level low,17/01/2024
ASS-011,Light curtain interrupted,17/01/2024
ASS-011,Gearbox oil level low,17/01/2024
ASS-011,Coupling vibration high,17/01/2024
ASS-012,Belt tracking deviation detected,17/01/2024
ASS-001,Guard door open alarm,18/01/2024
ASS-001,Vision sensor calibration error,18/01/2024
ASS-001,Vision sensor calibration error,18/01/2024
ASS-001,Parameter checksum mismatch,18/01/2024
ASS-002,Coupling vibration high,18/01/2024
ASS-002,PLC communication error,18/01/2024
ASS-003,HMI touchscreen unresponsive,18/01/2024
ASS-003,HMI touchscreen unresponsive,18/01/2024
ASS-003,Weight sensor out of range,18/01/2024
ASS-003,Barcode reader timeout,18/01/2024
ASS-004,Overload protection triggered,18/01/2024
ASS-004,SCADA connection lost,18/01/2024
ASS-004,PLC communication error,18/01/2024
ASS-004,Inspection overdue,18/01/2024
ASS-005,Motor phase imbalance alarm,18/01/2024
ASS-006,Bearing vibration elevated,18/01/2024
ASS-007,Coupling vibration high,18/01/2024
ASS-007,Vision sensor calibration error,18/01/2024
ASS-007,Inspection overdue,18/01/2024
ASS-007,Proximity sensor failure,18/01/2024
ASS-008,Vision sensor calibration error,18/01/2024
ASS-008,Belt tracking deviation detected,18/01/2024
ASS-009,Network switch port failure,18/01/2024
ASS-009,Zone collision warning,18/01/2024
ASS-009,Zone collision warning,18/01/2024
ASS-009,Motor phase imbalance alarm,18/01/2024
ASS-010,Oil level low,18/01/2024
ASS-010,Weight sensor out of range,18/01/2024
ASS-011,Belt slip detected,18/01/2024
ASS-011,Vision sensor calibration error,18/01/2024
ASS-011,Scheduled lubrication due,18/01/2024
ASS-011,PLC communication error,18/01/2024
ASS-011,Drive inverter alarm,18/01/2024
ASS-012,HMI touchscreen unresponsive,18/01/2024
ASS-012,Belt tracking deviation detected,18/01/2024
ASS-001,Emergency stop activated,19/01/2024
ASS-001,Coupling vibration high,19/01/2024
ASS-001,HMI touchscreen unresponsive,19/01/2024
ASS-001,Scheduled lubrication due,19/01/2024
ASS-001,Motor phase imbalance alarm,19/01/2024
ASS-001,Bearing vibration elevated,19/01/2024
ASS-002,Scheduled lubrication due,19/01/2024
ASS-002,RFID tag not detected,19/01/2024
ASS-002,Bearing vibration elevated,19/01/2024
ASS-003,Scheduled lubrication due,19/01/2024
ASS-003,SCADA connection lost,19/01/2024
ASS-003,Oil level low,19/01/2024
ASS-003,Filter replacement required,19/01/2024
ASS-003,Belt tracking deviation detected,19/01/2024
ASS-004,Vision sensor calibration error,19/01/2024
ASS-005,HMI touchscreen unresponsive,19/01/2024
ASS-007,Belt tracking deviation detected,19/01/2024
ASS-007,PLC communication error,19/01/2024
ASS-007,Wear indicator triggered,19/01/2024
ASS-008,Drive inverter alarm,19/01/2024
ASS-009,RFID tag not detected,19/01/2024
ASS-009,Watchdog timer expired,19/01/2024
ASS-010,Scheduled lubrication due,19/01/2024
ASS-010,Bearing vibration elevated,19/01/2024
ASS-010,Proximity sensor failure,19/01/2024
ASS-010,Gearbox oil level low,19/01/2024
ASS-011,Oil level low,19/01/2024
ASS-011,SCADA connection lost,19/01/2024
ASS-011,Overload protection triggered,19/01/2024
ASS-012,Coupling vibration high,19/01/2024
ASS-012,Belt tracking deviation detected,19/01/2024
ASS-001,HMI touchscreen unresponsive,20/01/2024
ASS-001,Emergency stop activated,20/01/2024
ASS-001,Light curtain interrupted,20/01/2024
ASS-001,Belt slip detected,20/01/2024
ASS-001,Drive inverter alarm,20/01/2024
ASS-003,Belt slip detected,20/01/2024
ASS-003,SCADA connection lost,20/01/2024
ASS-003,Inspection overdue,20/01/2024
ASS-003,Drive inverter alarm,20/01/2024
ASS-003,Vision sensor calibration error,20/01/2024
ASS-003,Belt tracking deviation detected,20/01/2024
ASS-004,RFID tag not detected,20/01/2024
ASS-004,Bearing vibration elevated,20/01/2024
ASS-004,Motor phase imbalance alarm,20/01/2024
ASS-005,Watchdog timer expired,20/01/2024
ASS-005,Guard door open alarm,20/01/2024
ASS-005,Guard door open alarm,20/01/2024
ASS-005,Vision sensor calibration error,20/01/2024
ASS-005,Motor overtemperature fault,20/01/2024
ASS-006,Scheduled lubrication due,20/01/2024
ASS-007,Proximity sensor failure,20/01/2024
ASS-007,Belt slip detected,20/01/2024
ASS-007,Scheduled lubrication due,20/01/2024
ASS-008,Weight sensor out of range,20/01/2024
ASS-008,Weight sensor out of range,20/01/2024
ASS-008,Coupling vibration high,20/01/2024
ASS-009,Motor overtemperature fault,20/01/2024
ASS-009,Photoelectric sensor fault,20/01/2024
ASS-009,PLC communication error,20/01/2024
ASS-010,Photoelectric sensor fault,20/01/2024
ASS-010,Oil level low,20/01/2024
ASS-011,Belt slip detected,20/01/2024
ASS-011,Motor phase imbalance alarm,20/01/2024
ASS-011,Filter replacement required,20/01/2024
ASS-012,Coupling vibration high,20/01/2024
ASS-012,Belt tracking deviation detected,20/01/2024
ASS-012,Photoelectric sensor fault,20/01/2024
ASS-001,Belt tracking deviation detected,21/01/2024
ASS-002,Proximity sensor failure,21/01/2024
