asset_id,maintenance_log,date
HVAC-03,"Static pressure reading minor outside normal range, ductwork inspected",04/01/2023
HVAC-03,"Vibration isolation mounts persistent deteriorated, unit detected as unstable",04/01/2023
HVAC-04,Ductwork damper observed as stuck in partially closed position,04/01/2023
HVAC-04,"Condenser fan motor persistent noisy, bearing wear observed",04/01/2023
HVAC-05,Control sequence fault detected during changeover between heating and cooling,04/01/2023
HVAC-06,"Static pressure reading significant outside normal range, ductwork inspected",04/01/2023
HVAC-06,"Blower wheel fouled with debris, elevated buildup observed and cleaned",04/01/2023
HVAC-07,"Capacitor showing signs of persistent aging, voltage readings below specification",04/01/2023
HVAC-07,"Capacitor showing signs of persistent aging, voltage readings below specification",04/01/2023
HVAC-02,"Refrigerant leak detected at service valve connection, repair scheduled",05/01/2023
HVAC-03,Refrigerant leak detector alarm reported in plant room,05/01/2023
HVAC-03,"Control board fault code F92 observed, reset performed",05/01/2023
HVAC-03,"Compressor suction pressure elevated lower than expected, possible refrigerant leak detected",05/01/2023
HVAC-04,Ductwork damper reported as stuck in partially closed position,05/01/2023
HVAC-04,"Runtime hours counter persistent mismatched with physical log, corrected",05/01/2023
HVAC-05,"Return air temperature persistent higher than setpoint, airflow restricted",05/01/2023
HVAC-07,"Supply fan belt minor worn, replacement noted and scheduled",05/01/2023
HVAC-08,"Suction line frost noted at expansion valve, TXV adjustment required",05/01/2023
HVAC-01,Control sequence fault noted during changeover between heating and cooling,06/01/2023
HVAC-01,"Blower wheel fouled with debris, significant buildup observed and cleaned",06/01/2023
HVAC-01,"Suction line frost reported at expansion valve, TXV adjustment required",06/01/2023
HVAC-02,"Compressor suction pressure minor lower than expected, possible refrigerant leak detected",06/01/2023
HVAC-03,"DDC controller reboot noted, settings verified after restart",06/01/2023
HVAC-03,"Liquid line sight glass showing bubbles, low refrigerant charge suspected",06/01/2023
HVAC-04,"Smoke detector in AHU compartment activated, area inspected",06/01/2023
HVAC-04,"Overload relay tripped, motor current draw noted as elevated",06/01/2023
HVAC-05,"Evaporator coil frosting over, defrost cycle initiated",06/01/2023
HVAC-05,"Smoke detector in AHU compartment activated, area inspected",06/01/2023
HVAC-05,"Return air temperature persistent higher than setpoint, airflow restricted",06/01/2023
HVAC-06,"Control board fault code F92 reported, reset performed",06/01/2023
HVAC-06,"Return air temperature persistent higher than setpoint, airflow restricted",06/01/2023
HVAC-07,Electrical panel voltage fluctuation reported during peak load,06/01/2023
HVAC-07,"Wiring insulation minor deteriorated at junction box, rewired",06/01/2023
HVAC-07,"Head pressure persistent elevated, condenser fan speed checked",06/01/2023
HVAC-01,"Head pressure minor elevated, condenser fan speed checked",07/01/2023
HVAC-01,"Head pressure significant elevated, condenser fan speed checked",07/01/2023
HVAC-02,"Anti-freeze thermostat setpoint recorded as incorrectly set, corrected",07/01/2023
HVAC-03,"Suction line frost observed at expansion valve, TXV adjustment required",07/01/2023
HVAC-03,Air filter pressure drop minor above recommended threshold,07/01/2023
HVAC-04,"Refrigerant leak reported at service valve connection, repair scheduled",07/01/2023
HVAC-05,Compressor discharge temperature minor above normal operating range,07/01/2023
HVAC-05,"Refrigerant charge low — technician reported low refrigerant level, top-up performed",07/01/2023
HVAC-07,"Fuse blown on control circuit, root cause recorded and investigated",07/01/2023
HVAC-07,Air filter pressure drop intermittent above recommended threshold,07/01/2023
HVAC-07,"Supply air temperature elevated inconsistent, mixing box damper adjusted",07/01/2023
HVAC-01,"Terminal block minor corrosion reported, connections cleaned and tightened",08/01/2023
HVAC-02,"BMS communication timeout recorded on unit, manual override applied",08/01/2023
HVAC-03,"Alarms suppressed by contractor without authorisation, observed",08/01/2023
HVAC-03,"Suction line frost recorded at expansion valve, TXV adjustment required",08/01/2023
HVAC-03,"Fire damper failed functional test, maintenance team noted and notified",08/01/2023
HVAC-03,"Condenser fan motor intermittent noisy, bearing wear detected",08/01/2023
HVAC-03,"Control transformer output voltage elevated low, unit inspected",08/01/2023
HVAC-03,"Smoke detector in AHU compartment activated, area inspected",08/01/2023
HVAC-04,"Compressor short-cycling noted, pressure switch inspected",08/01/2023
HVAC-04,"Refrigerant leak reported at service valve connection, repair scheduled",08/01/2023
HVAC-05,"Supply fan belt intermittent worn, replacement reported and scheduled",08/01/2023
HVAC-05,"High-pressure safety cutout triggered — unit shutdown, reported",08/01/2023
HVAC-06,"Terminal block intermittent corrosion detected, connections cleaned and tightened",08/01/2023
HVAC-07,"Fan blade imbalance observed, vibration levels measured and recorded",08/01/2023
HVAC-07,"Anti-freeze thermostat setpoint recorded as incorrectly set, corrected",08/01/2023
HVAC-07,"Supply air temperature persistent inconsistent, mixing box damper adjusted",08/01/2023
HVAC-08,"Alarms suppressed by contractor without authorisation, reported",08/01/2023
HVAC-01,"Economiser damper significant slow to respond, actuator observed and replaced",09/01/2023
HVAC-01,"Suction line frost reported at expansion valve, TXV adjustment required",09/01/2023
HVAC-01,"Compressor short-cycling reported, pressure switch inspected",09/01/2023
HVAC-03,"Capacitor showing signs of minor aging, voltage readings below specification",09/01/2023
HVAC-03,"Evaporator coil frosting over, defrost cycle initiated",09/01/2023
HVAC-03,"Earth leakage observed on compressor motor circuit, insulation tested",09/01/2023
HVAC-03,"Control transformer output voltage significant low, unit inspected",09/01/2023
HVAC-04,"Refrigerant pressure readings outside specification, system checked",09/01/2023
HVAC-04,Compressor discharge temperature intermittent above normal operating range,09/01/2023
HVAC-05,"Condenser coil heavily fouled with debris, cleaning reported as required",09/01/2023
HVAC-06,"BMS communication timeout noted on unit, manual override applied",09/01/2023
HVAC-06,"Safety relief valve noted as weeping, scheduled for replacement",09/01/2023
HVAC-06,Ductwork damper observed as stuck in partially closed position,09/01/2023
HVAC-07,Noise complaint from supply diffuser — turbulence detected,09/01/2023
HVAC-07,"Refrigerant charge low — technician noted low refrigerant level, top-up performed",09/01/2023
HVAC-07,Thermostat setpoint not being maintained — sensor drift noted and suspected,09/01/2023
HVAC-07,"Blower wheel fouled with debris, elevated buildup reported and cleaned",09/01/2023
HVAC-07,"Contactor contacts pitted and worn, replacement recorded and scheduled",09/01/2023
HVAC-07,"Occupancy sensor not triggering correctly, wiring fault observed",09/01/2023
HVAC-01,"Smoke detector in AHU compartment activated, area inspected",10/01/2023
HVAC-01,"Terminal block significant corrosion detected, connections cleaned and tightened",10/01/2023
HVAC-01,"Condenser fan motor minor noisy, bearing wear reported",10/01/2023
HVAC-02,"Refrigerant charge low — technician detected low refrigerant level, top-up performed",10/01/2023
HVAC-02,"Motor run capacitor elevated degraded, replaced during inspection",10/01/2023
HVAC-03,"Head pressure minor elevated, condenser fan speed checked",10/01/2023
HVAC-03,Ductwork damper observed as stuck in partially closed position,10/01/2023
HVAC-03,"Compressor short-cycling observed, pressure switch inspected",10/01/2023
HVAC-04,"Condenser fan motor elevated noisy, bearing wear observed",10/01/2023
HVAC-04,"Fire damper failed functional test, maintenance team detected and notified",10/01/2023
HVAC-04,"Wiring insulation minor deteriorated at junction box, rewired",10/01/2023
HVAC-07,"Earth leakage detected on compressor motor circuit, insulation tested",10/01/2023
HVAC-07,Refrigerant leak detector alarm observed in plant room,10/01/2023
HVAC-08,"Compressor short-cycling detected, pressure switch inspected",10/01/2023
HVAC-01,"Refrigerant charge low — technician observed low refrigerant level, top-up performed",11/01/2023
HVAC-01,"Terminal block persistent corrosion detected, connections cleaned and tightened",11/01/2023
HVAC-02,"Refrigerant charge low — technician recorded low refrigerant level, top-up performed",11/01/2023
HVAC-02,Ductwork damper recorded as stuck in partially closed position,11/01/2023
HVAC-02,"Liquid line sight glass showing bubbles, low refrigerant charge suspected",11/01/2023
HVAC-02,"Overload relay tripped, motor current draw observed as elevated",11/01/2023
HVAC-03,"Voltage imbalance minor across phases, supply quality checked",11/01/2023
HVAC-04,"Static pressure reading significant outside normal range, ductwork inspected",11/01/2023
HVAC-05,"Head pressure persistent elevated, condenser fan speed checked",11/01/2023
HVAC-06,"Occupancy sensor not triggering correctly, wiring fault recorded",11/01/2023
HVAC-07,"Overload relay tripped, motor current draw reported as elevated",11/01/2023
HVAC-07,"Compressor suction pressure minor lower than expected, possible refrigerant leak noted",11/01/2023
HVAC-07,"Supply fan belt elevated worn, replacement recorded and scheduled",11/01/2023
HVAC-08,"Duct leakage recorded at flex connector joints, sealed with mastic",11/01/2023
HVAC-01,"Condenser fan motor significant noisy, bearing wear noted",12/01/2023
HVAC-02,"Duct leakage detected at flex connector joints, sealed with mastic",12/01/2023
HVAC-03,Electrical panel voltage fluctuation recorded during peak load,12/01/2023
HVAC-05,"Condenser coil heavily fouled with debris, cleaning noted as required",12/01/2023
HVAC-05,"Supply air temperature significant inconsistent, mixing box damper adjusted",12/01/2023
HVAC-07,"Fire damper failed functional test, maintenance team observed and notified",12/01/2023
HVAC-07,"Evaporator coil frosting over, defrost cycle initiated",12/01/2023
HVAC-07,"DDC controller reboot recorded, settings verified after restart",12/01/2023
HVAC-07,"Earth leakage reported on compressor motor circuit, insulation tested",12/01/2023
HVAC-08,"Contactor contacts pitted and worn, replacement noted and scheduled",12/01/2023
HVAC-08,"Motor run capacitor minor degraded, replaced during inspection",12/01/2023
HVAC-02,Electrical panel voltage fluctuation detected during peak load,13/01/2023
HVAC-03,"Duct leakage detected at flex connector joints, sealed with mastic",13/01/2023
HVAC-04,"Contactor contacts pitted and worn, replacement reported and scheduled",13/01/2023
HVAC-04,"Evaporator coil frosting over, defrost cycle initiated",13/01/2023
HVAC-04,Ductwork damper recorded as stuck in partially closed position,13/01/2023
HVAC-07,"Liquid line sight glass showing bubbles, low refrigerant charge suspected",13/01/2023
HVAC-07,"BACnet network interruption recorded, gateway settings reviewed",13/01/2023
HVAC-08,"Evaporator coil frosting over, defrost cycle initiated",13/01/2023
HVAC-02,"Evaporator coil frosting over, defrost cycle initiated",14/01/2023
HVAC-03,"Suction line frost observed at expansion valve, TXV adjustment required",14/01/2023
HVAC-03,"Return air temperature significant higher than setpoint, airflow restricted",14/01/2023
HVAC-03,"Static pressure reading elevated outside normal range, ductwork inspected",14/01/2023
HVAC-03,"Motor run capacitor minor degraded, replaced during inspection",14/01/2023
HVAC-05,"Compressor short-cycling detected, pressure switch inspected",14/01/2023
HVAC-06,"Wiring insulation elevated deteriorated at junction box, rewired",14/01/2023
HVAC-06,"Earth leakage recorded on compressor motor circuit, insulation tested",14/01/2023
HVAC-06,"Voltage imbalance elevated across phases, supply quality checked",14/01/2023
HVAC-07,"High-pressure safety cutout triggered — unit shutdown, reported",14/01/2023
HVAC-07,"Condenser fan motor significant noisy, bearing wear detected",14/01/2023
HVAC-07,"Economiser damper intermittent slow to respond, actuator noted and replaced",14/01/2023
HVAC-07,"Refrigerant charge low — technician reported low refrigerant level, top-up performed",14/01/2023
HVAC-08,Thermostat setpoint not being maintained — sensor drift recorded and suspected,14/01/2023
HVAC-08,"Motor run capacitor minor degraded, replaced during inspection",14/01/2023
HVAC-01,"Liquid line sight glass showing bubbles, low refrigerant charge suspected",15/01/2023
HVAC-02,Thermostat setpoint not being maintained — sensor drift detected and suspected,15/01/2023
HVAC-03,Air filter pressure drop minor above recommended threshold,15/01/2023
HVAC-04,"Wiring insulation intermittent deteriorated at junction box, rewired",15/01/2023
HVAC-04,"Suction line frost reported at expansion valve, TXV adjustment required",15/01/2023
HVAC-04,"Compressor short-cycling observed, pressure switch inspected",15/01/2023
HVAC-07,"Smoke detector in AHU compartment activated, area inspected",15/01/2023
HVAC-07,Electrical panel voltage fluctuation reported during peak load,15/01/2023
HVAC-07,"Fire damper failed functional test, maintenance team noted and notified",15/01/2023
HVAC-01,"Refrigerant charge low — technician recorded low refrigerant level, top-up performed",16/01/2023
HVAC-02,"Voltage imbalance persistent across phases, supply quality checked",16/01/2023
HVAC-03,Manual reset required after high-limit thermostat trip,16/01/2023
HVAC-03,"Control board fault code F65 observed, reset performed",16/01/2023
HVAC-03,"Duct leakage detected at flex connector joints, sealed with mastic",16/01/2023
HVAC-04,"BMS communication timeout reported on unit, manual override applied",16/01/2023
HVAC-04,"Capacitor showing signs of minor aging, voltage readings below specification",16/01/2023
HVAC-05,"Fuse blown on control circuit, root cause detected and investigated",16/01/2023
HVAC-05,"Supply fan belt significant worn, replacement recorded and scheduled",16/01/2023
HVAC-06,Air filter pressure drop elevated above recommended threshold,16/01/2023
HVAC-06,"Supply air temperature minor inconsistent, mixing box damper adjusted",16/01/2023
HVAC-07,"Suction line frost detected at expansion valve, TXV adjustment required",16/01/2023
HVAC-07,"Refrigerant leak observed at service valve connection, repair scheduled",16/01/2023
HVAC-08,Control sequence fault observed during changeover between heating and cooling,16/01/2023
HVAC-08,"Return air temperature significant higher than setpoint, airflow restricted",16/01/2023
HVAC-08,"Motor run capacitor elevated degraded, replaced during inspection",16/01/2023
HVAC-08,"Wiring insulation elevated deteriorated at junction box, rewired",16/01/2023
HVAC-08,"Return air temperature intermittent higher than setpoint, airflow restricted",16/01/2023
HVAC-01,"Condenser coil heavily fouled with debris, cleaning observed as required",17/01/2023
HVAC-03,Noise complaint from supply diffuser — turbulence recorded,17/01/2023
HVAC-03,"Liquid line sight glass showing bubbles, low refrigerant charge suspected",17/01/2023
HVAC-03,"Outside air damper reported not fully closing, weather seal replaced",17/01/2023
HVAC-03,"Refrigerant pressure readings outside specification, system checked",17/01/2023
HVAC-04,"Liquid line sight glass showing bubbles, low refrigerant charge suspected",17/01/2023
HVAC-04,"Return air temperature significant higher than setpoint, airflow restricted",17/01/2023
HVAC-04,"Safety relief valve observed as weeping, scheduled for replacement",17/01/2023
HVAC-05,"Terminal block intermittent corrosion observed, connections cleaned and tightened",17/01/2023
HVAC-05,"Low-pressure cutout detected repeatedly, refrigerant charge verified",17/01/2023
HVAC-06,Noise complaint from supply diffuser — turbulence detected,17/01/2023
HVAC-07,"Scheduling fault — unit failed to start at programmed time, observed",17/01/2023
HVAC-07,"Terminal block minor corrosion observed, connections cleaned and tightened",17/01/2023
HVAC-07,"Blower wheel fouled with debris, intermittent buildup recorded and cleaned",17/01/2023
HVAC-07,Refrigerant leak detector alarm observed in plant room,17/01/2023
HVAC-07,"Overload relay tripped, motor current draw noted as elevated",17/01/2023
HVAC-08,"Control board fault code F12 detected, reset performed",17/01/2023
HVAC-01,"Duct leakage recorded at flex connector joints, sealed with mastic",18/01/2023
HVAC-01,Electrical panel voltage fluctuation noted during peak load,18/01/2023
HVAC-02,Refrigerant leak detector alarm recorded in plant room,18/01/2023
HVAC-03,"Control board fault code F87 reported, reset performed",18/01/2023
HVAC-04,"Earth leakage detected on compressor motor circuit, insulation tested",18/01/2023
HVAC-04,"Return air temperature persistent higher than setpoint, airflow restricted",18/01/2023
HVAC-05,"Outside air damper detected not fully closing, weather seal replaced",18/01/2023
HVAC-06,"Demand-controlled ventilation not responding to CO2 signal, observed",18/01/2023
HVAC-06,"Condenser coil heavily fouled with debris, cleaning recorded as required",18/01/2023
HVAC-06,"Motor run capacitor intermittent degraded, replaced during inspection",18/01/2023
HVAC-07,"Economiser damper elevated slow to respond, actuator recorded and replaced",18/01/2023
HVAC-07,"Wiring insulation significant deteriorated at junction box, rewired",18/01/2023
HVAC-07,Noise complaint from supply diffuser — turbulence recorded,18/01/2023
HVAC-07,"Blower wheel fouled with debris, persistent buildup detected and cleaned",18/01/2023
HVAC-07,Electrical panel voltage fluctuation reported during peak load,18/01/2023
HVAC-07,Manual reset required after high-limit thermostat trip,18/01/2023
HVAC-01,"Refrigerant pressure readings outside specification, system checked",19/01/2023
HVAC-03,"Duct leakage detected at flex connector joints, sealed with mastic",19/01/2023
HVAC-04,"Condensate drain overflowing, float switch recorded and replaced",19/01/2023
HVAC-05,Compressor discharge temperature significant above normal operating range,19/01/2023
HVAC-05,"Motor run capacitor elevated degraded, replaced during inspection",19/01/2023
HVAC-05,"Fuse blown on control circuit, root cause recorded and investigated",19/01/2023
HVAC-06,"Refrigerant leak reported at service valve connection, repair scheduled",19/01/2023
HVAC-07,"Evaporator coil frosting over, defrost cycle initiated",19/01/2023
HVAC-07,"Overload relay tripped, motor current draw recorded as elevated",19/01/2023
HVAC-07,"Return air temperature significant higher than setpoint, airflow restricted",19/01/2023
HVAC-07,"Scheduling fault — unit failed to start at programmed time, reported",19/01/2023
HVAC-07,"Motor run capacitor persistent degraded, replaced during inspection",19/01/2023
HVAC-01,"Alarms suppressed by contractor without authorisation, detected",20/01/2023
HVAC-02,"Voltage imbalance significant across phases, supply quality checked",20/01/2023
HVAC-05,"Anti-freeze thermostat setpoint reported as incorrectly set, corrected",20/01/2023
HVAC-06,"Supply fan belt significant worn, replacement detected and scheduled",20/01/2023
HVAC-07,"Outside air damper detected not fully closing, weather seal replaced",20/01/2023
HVAC-01,"Refrigerant leak detected at service valve connection, repair scheduled",21/01/2023
HVAC-02,"Suction line frost reported at expansion valve, TXV adjustment required",21/01/2023
HVAC-03,"Duct leakage noted at flex connector joints, sealed with mastic",21/01/2023
HVAC-03,"Runtime hours counter significant mismatched with physical log, corrected",21/01/2023
HVAC-03,"Return air temperature intermittent higher than setpoint, airflow restricted",21/01/2023
HVAC-04,"Voltage imbalance elevated across phases, supply quality checked",21/01/2023
HVAC-04,"Return air temperature minor higher than setpoint, airflow restricted",21/01/2023
HVAC-04,"Overload relay tripped, motor current draw recorded as elevated",21/01/2023
HVAC-05,"Return air temperature persistent higher than setpoint, airflow restricted",21/01/2023
HVAC-07,"Wiring insulation intermittent deteriorated at junction box, rewired",21/01/2023
HVAC-07,"Motor run capacitor intermittent degraded, replaced during inspection",21/01/2023
HVAC-08,"Alarms suppressed by contractor without authorisation, recorded",21/01/2023
HVAC-08,"Supply air temperature elevated inconsistent, mixing box damper adjusted",21/01/2023
HVAC-01,Refrigerant leak detector alarm observed in plant room,22/01/2023
HVAC-01,"High-pressure safety cutout triggered — unit shutdown, detected",22/01/2023
HVAC-02,"Head pressure significant elevated, condenser fan speed checked",22/01/2023
HVAC-03,"Head pressure intermittent elevated, condenser fan speed checked",22/01/2023
HVAC-03,Air filter pressure drop persistent above recommended threshold,22/01/2023
HVAC-03,"Vibration isolation mounts minor deteriorated, unit reported as unstable",22/01/2023
HVAC-03,"Alarms suppressed by contractor without authorisation, reported",22/01/2023
HVAC-03,"Refrigerant leak reported at service valve connection, repair scheduled",22/01/2023
HVAC-03,"Refrigerant charge low — technician recorded low refrigerant level, top-up performed",22/01/2023
HVAC-04,"Terminal block intermittent corrosion recorded, connections cleaned and tightened",22/01/2023
HVAC-05,"Zone temperature sensor intermittent out of calibration, recalibrated",22/01/2023
HVAC-05,"Economiser damper minor slow to respond, actuator observed and replaced",22/01/2023
HVAC-06,"Refrigerant charge low — technician reported low refrigerant level, top-up performed",22/01/2023
HVAC-07,"Motor run capacitor elevated degraded, replaced during inspection",22/01/2023
HVAC-07,"Overload relay tripped, motor current draw observed as elevated",22/01/2023
HVAC-07,"Zone temperature sensor minor out of calibration, recalibrated",22/01/2023
HVAC-07,Electrical panel voltage fluctuation recorded during peak load,22/01/2023
HVAC-08,"Fuse blown on control circuit, root cause observed and investigated",22/01/2023
HVAC-02,"Control board fault code F12 detected, reset performed",23/01/2023
HVAC-02,Electrical panel voltage fluctuation noted during peak load,23/01/2023
HVAC-02,"Refrigerant pressure readings outside specification, system checked",23/01/2023
HVAC-02,"Head pressure intermittent elevated, condenser fan speed checked",23/01/2023
HVAC-03,Manual reset required after high-limit thermostat trip,23/01/2023
HVAC-03,"Terminal block significant corrosion detected, connections cleaned and tightened",23/01/2023
HVAC-04,"Condenser fan motor persistent noisy, bearing wear detected",23/01/2023
HVAC-05,"Duct leakage recorded at flex connector joints, sealed with mastic",23/01/2023
HVAC-06,"Evaporator coil frosting over, defrost cycle initiated",23/01/2023
HVAC-07,"Voltage imbalance intermittent across phases, supply quality checked",23/01/2023
HVAC-07,Compressor discharge temperature intermittent above normal operating range,23/01/2023
HVAC-08,"Control board fault code F46 recorded, reset performed",23/01/2023
HVAC-01,"Evaporator coil frosting over, defrost cycle initiated",24/01/2023
HVAC-03,"BMS communication timeout reported on unit, manual override applied",24/01/2023
HVAC-04,"Scheduling fault — unit failed to start at programmed time, recorded",24/01/2023
HVAC-05,"Supply fan belt intermittent worn, replacement noted and scheduled",24/01/2023
HVAC-06,"Terminal block intermittent corrosion recorded, connections cleaned and tightened",24/01/2023
HVAC-06,"Refrigerant pressure readings outside specification, system checked",24/01/2023
HVAC-06,"Supply fan belt elevated worn, replacement noted and scheduled",24/01/2023
HVAC-07,"Economiser damper elevated slow to respond, actuator recorded and replaced",24/01/2023
HVAC-07,"Occupancy sensor not triggering correctly, wiring fault noted",24/01/2023
HVAC-01,"Refrigerant leak reported at service valve connection, repair scheduled",25/01/2023
HVAC-03,Noise complaint from supply diffuser — turbulence reported,25/01/2023
HVAC-04,Control sequence fault detected during changeover between heating and cooling,25/01/2023
HVAC-04,Air filter pressure drop intermittent above recommended threshold,25/01/2023
HVAC-06,"Motor run capacitor significant degraded, replaced during inspection",25/01/2023
HVAC-07,"Overload relay tripped, motor current draw noted as elevated",25/01/2023
HVAC-07,"Blower wheel fouled with debris, elevated buildup recorded and cleaned",25/01/2023
HVAC-07,"Zone temperature sensor elevated out of calibration, recalibrated",25/01/2023
HVAC-08,"Refrigerant leak recorded at service valve connection, repair scheduled",25/01/2023
HVAC-03,"Demand-controlled ventilation not responding to CO2 signal, noted",26/01/2023
HVAC-03,"Supply air temperature minor inconsistent, mixing box damper adjusted",26/01/2023
HVAC-03,"Contactor contacts pitted and worn, replacement recorded and scheduled",26/01/2023
HVAC-04,"Liquid line sight glass showing bubbles, low refrigerant charge suspected",26/01/2023
HVAC-04,"Control board fault code F57 noted, reset performed",26/01/2023
HVAC-04,"Demand-controlled ventilation not responding to CO2 signal, recorded",26/01/2023
HVAC-05,"Outside air damper noted not fully closing, weather seal replaced",26/01/2023
HVAC-05,"Refrigerant charge low — technician detected low refrigerant level, top-up performed",26/01/2023
HVAC-07,Noise complaint from supply diffuser — turbulence detected,26/01/2023
HVAC-01,"Smoke detector in AHU compartment activated, area inspected",27/01/2023
HVAC-01,Ductwork damper recorded as stuck in partially closed position,27/01/2023
HVAC-02,"Wiring insulation intermittent deteriorated at junction box, rewired",27/01/2023
HVAC-03,"Compressor suction pressure intermittent lower than expected, possible refrigerant leak recorded",27/01/2023
HVAC-03,Compressor discharge temperature intermittent above normal operating range,27/01/2023
HVAC-03,"Refrigerant charge low — technician noted low refrigerant level, top-up performed",27/01/2023
HVAC-03,"Voltage imbalance elevated across phases, supply quality checked",27/01/2023
HVAC-03,"Low-pressure cutout detected repeatedly, refrigerant charge verified",27/01/2023
HVAC-03,Noise complaint from supply diffuser — turbulence noted,27/01/2023
HVAC-03,"Static pressure reading minor outside normal range, ductwork inspected",27/01/2023
HVAC-04,"Smoke detector in AHU compartment activated, area inspected",27/01/2023
HVAC-04,"Return air temperature intermittent higher than setpoint, airflow restricted",27/01/2023
HVAC-05,"Control board fault code F65 detected, reset performed",27/01/2023
HVAC-05,"Compressor short-cycling reported, pressure switch inspected",27/01/2023
HVAC-06,Ductwork damper noted as stuck in partially closed position,27/01/2023
HVAC-07,"Terminal block intermittent corrosion detected, connections cleaned and tightened",27/01/2023
HVAC-07,"Terminal block persistent corrosion observed, connections cleaned and tightened",27/01/2023
HVAC-07,"Condensate drain overflowing, float switch recorded and replaced",27/01/2023
HVAC-08,"Suction line frost detected at expansion valve, TXV adjustment required",27/01/2023
HVAC-08,"Duct leakage recorded at flex connector joints, sealed with mastic",27/01/2023
HVAC-02,"Condensate drain overflowing, float switch reported and replaced",28/01/2023
HVAC-02,"Terminal block persistent corrosion recorded, connections cleaned and tightened",28/01/2023
HVAC-02,"Liquid line sight glass showing bubbles, low refrigerant charge suspected",28/01/2023
HVAC-03,"Return air temperature intermittent higher than setpoint, airflow restricted",28/01/2023
HVAC-03,"BMS communication timeout recorded on unit, manual override applied",28/01/2023
HVAC-03,"Contactor contacts pitted and worn, replacement recorded and scheduled",28/01/2023
HVAC-03,"Outside air damper recorded not fully closing, weather seal replaced",28/01/2023
HVAC-03,"Return air temperature elevated higher than setpoint, airflow restricted",28/01/2023
HVAC-03,"Voltage imbalance intermittent across phases, supply quality checked",28/01/2023
HVAC-03,"Economiser damper significant slow to respond, actuator recorded and replaced",28/01/2023
HVAC-04,Ductwork damper recorded as stuck in partially closed position,28/01/2023
HVAC-04,"Control board fault code F45 noted, reset performed",28/01/2023
HVAC-04,"Terminal block persistent corrosion reported, connections cleaned and tightened",28/01/2023
HVAC-05,"Evaporator coil frosting over, defrost cycle initiated",28/01/2023
HVAC-06,"Condensate drain overflowing, float switch observed and replaced",28/01/2023
HVAC-07,"Refrigerant charge low — technician recorded low refrigerant level, top-up performed",28/01/2023
HVAC-02,"BMS communication timeout recorded on unit, manual override applied",29/01/2023
HVAC-02,"Compressor short-cycling observed, pressure switch inspected",29/01/2023
